Product code,Product label,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
'5803,Gauze (excluding narrow woven fabrics of heading 5806),245,94,38,41,53,56,85,29,208,272,338,484
'5804,"Tulles and other net fabrics (excluding woven, knitted or crocheted fabrics); lace in the piece, ...",72800,88083,93286,97888,87077,102154,102411,82707,70738,59524,89028,80070
'5805,"Hand-woven tapestries of the type Gobelin, Flanders, Aubusson, Beauvais and the like, and needle-worked ...",292,123,32,4,62,43,19,1,17,16,240,312
'5806,"""Narrow woven fabrics of textile materials, with a width of <= 30 cm (excluding labels, badges ...",31567,34340,35335,35483,26924,31113,35022,38013,39450,45491,53418,55205
'5807,"Labels, badges and similar articles, of textile materials, in the piece, in strips or cut to ...",18924,18512,21739,22788,21947,22285,22051,20997,19459,16708,30282,31271
'5808,"Braids of textile materials, in the piece; ornamental trimmings of textile materials, in the ...",16991,16697,15926,18958,14906,14807,16545,14618,13337,19234,23727,20875
'5809,"Woven fabrics of metal thread and woven fabrics of metallised yarn of heading 5605, of a kind ...",196,111,399,161,284,163,81,135,52,33,50,200
'5810,"Embroidery on a textile fabric ground, in the piece, in strips or in motifs",91089,102728,112307,113346,102945,97695,103325,104587,87902,73801,82142,75246
'5811,"Quilted textile products in the piece, composed of one or more layers of textile materials ...",11209,6350,6910,7563,5341,21064,4737,1867,1212,1604,2318,2119
'5901,"Textile fabrics coated with gum or amylaceous substances, of a kind used for the outer covers ...",110,282,286,131,225,147,205,281,325,538,1111,1193
'5902,"Tyre cord fabric of high-tenacity yarn of nylon or other polyamides, polyesters or viscose ...",199049,158900,146318,150634,141223,133671,131072,138676,125930,91454,116719,141534
'5903,"Textile fabrics impregnated, coated, covered or laminated with plastics (excluding tyre cord ...",110168,101090,138424,135902,117571,108604,111765,112929,114449,114307,129914,135796
'5904,"Linoleum, whether or not cut to shape; floor coverings consisting of a coating or covering ...",1483,1311,1382,1729,1497,1548,1479,781,863,412,407,819
'5905,Textile wallcoverings,197,56,644,373,172,207,222,179,347,388,439,439
'5906,Rubberised textile fabrics (excluding tyre cord fabric of high-tenacity yarn of nylon or other ...,7354,4658,5068,3493,3705,4522,5352,5681,4519,3948,3608,3203
'5907,"Impregnated, coated or covered textile fabrics; painted canvas being theatrical scenery, studio ...",21631,17266,19797,19819,14280,19717,18079,19763,18816,13420,10830,7354
'5908,"Textile wicks, woven, plaited or knitted, for lamps, stoves, lighters, candles or the like; ...",176,317,671,404,175,188,508,262,88,58,106,72
'5909,"Textile hosepiping and similar textile tubing, whether or not impregnated or coated, with or ...",681,932,1958,961,847,250,517,814,972,807,1060,878
'5910,"Transmission or conveyor belts or belting, of textile material, whether or not impregnated, ...",1148,1746,2885,3709,3317,4394,4899,2633,2472,2352,10585,9111
'5911,"Textile products and articles, for technical use, specified in Note 7 to chapter 59",10835,12453,16875,20153,19976,20241,24808,32815,28936,28888,33383,35086
'6001,"""Pile fabrics, incl. """"long pile"""" fabrics and terry fabrics, knitted or crocheted""",68205,71671,70207,62100,43206,35968,36949,40785,48354,50286,79550,90197
'6002,"""Knitted or crocheted fabrics, of a width <= 30 cm, containing by weight >= 5% of elastomeric ...",3024,4034,2793,3957,4412,4941,6339,8910,7375,15968,21174,13817
'6003,"""Knitted or crocheted fabrics, of a width <= 30 cm (excluding those containing by weight >= ...",1450,1937,1501,2136,1507,1224,2073,1964,2349,2115,1641,1355
'6004,"""Knitted or crocheted fabrics, of a width > 30 cm, containing by weight >= 5% of elastomeric ...",389138,435234,469456,472689,414101,454164,486538,469223,454925,479884,655331,539845
'6005,"""Warp knit fabrics """"incl. those made on galloon knitting machines"""", of a width of > 30 cm ...",166749,182533,224107,215966,184035,195678,193015,190035,147273,101359,135345,119207
'6006,"""Fabrics, knitted or crocheted, of a width of > 30 cm (excluding warp knit fabrics """"incl. ...",854283,865219,915382,944856,793530,806833,828263,824533,886147,860761,1263723,1287999
'6101,"Men's or boys' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ...",40285,37215,35756,38253,37936,30457,33945,29732,34718,24374,43212,72332
'6102,"Women's or girls' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ...",30817,27998,30498,38007,38985,35390,31004,21334,20405,22095,28989,32081
'6103,"Men's or boys' suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches ...",215840,253197,375881,403963,338565,346576,355822,384714,427903,376167,629226,740744
'6104,"Women's or girls' suits, ensembles, jackets, blazers, dresses, skirts, divided skirts, trousers, ...",1123845,1107212,1246250,1387959,1272641,1213588,1161440,1238186,1260740,1127093,1515166,1403453
'6105,"Men's or boys' shirts, knitted or crocheted (excluding nightshirts, T-shirts, singlets and ...",199125,224745,245363,261464,237394,255385,245969,245441,231704,169274,220929,361066
'6106,"Women's or girls' blouses, shirts and shirt-blouses, knitted or crocheted (excluding T-shirts ...",622049,560842,535021,575937,541147,511730,464602,466495,439056,339047,398863,368521
'6107,"Men's or boys' underpants, briefs, nightshirts, pyjamas, bathrobes, dressing gowns and similar ...",90991,107606,118479,150867,164908,161888,135168,123245,126338,139791,189760,214724
'6108,"Women's or girls' slips, petticoats, briefs, panties, nightdresses, pyjamas, négligés, bathrobes, ...",269726,283180,293167,319828,311989,274983,241563,252522,266200,280097,357787,302417
'6109,"T-shirts, singlets and other vests, knitted or crocheted",3049125,3087438,3310218,3596543,2979430,2930762,2874066,2798011,2774268,2302830,2702589,2759552
'6110,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted (excluding ...",1320569,1397226,1640794,1770252,1613796,1626031,1795768,1931887,1989998,1989524,2609952,2661889
'6111,"Babies' garments and clothing accessories, knitted or crocheted (excluding hats)",103612,117206,142944,146895,144418,175674,181069,180473,204381,215825,284257,278318
'6112,"Track-suits, ski-suits and swimwear, knitted or crocheted",69746,62713,75299,76906,79172,83671,97973,106559,131442,158702,234376,201419
'6113,"Garments, knitted or crocheted, rubberised or impregnated, coated or covered with plastics ...",408,176,302,660,865,316,516,927,1392,3469,3989,5655
'6114,"Special garments for professional, sporting or other purposes, n.e.s., knitted or crocheted",150264,119865,115501,85843,85516,105555,93057,115435,121914,118836,151856,208094
'6115,"Pantyhose, tights, stockings, socks and other hosiery, incl. graduated compression hosiery ...",1056734,991656,1152330,1217298,1024658,1037284,1058479,1079665,1098080,1048556,1312477,1335126
'6116,"Gloves, mittens and mitts, knitted or crocheted (excluding for babies)",2945,2471,2669,3337,3297,3325,3595,3113,4391,5483,6975,7404
'6117,"Made-up clothing accessories, knitted or crocheted; knitted or crocheted parts of garments ...",39554,37871,41766,53956,52542,62994,65995,65372,74009,66560,93667,58677
'6201,"Men's or boys' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ...",81330,73098,90441,103267,93111,84216,91511,118156,148895,139194,178887,207961
'6202,"Women's or girls' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ...",96503,104444,115080,152443,111356,107994,98155,101385,120194,100557,159991,170230
'6203,"Men's or boys' suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches ...",1382184,1473559,1629652,1700665,1492852,1510660,1419465,1465894,1610608,1290093,1618975,2028500
'6204,"Women's or girls' suits, ensembles, jackets, blazers, dresses, skirts, divided skirts, trousers, ...",2069654,2202108,2358130,2498876,2195336,2269394,2475070,2744911,3109985,2523670,3416172,3781501
'6205,"Men's or boys' shirts (excluding knitted or crocheted, nightshirts, singlets and other vests)",546768,539902,608006,707145,606952,574648,553709,566364,580307,403004,489965,634957
'6206,"Women's or girls' blouses, shirts and shirt-blouses (excluding knitted or crocheted and vests)",511728,565707,680662,782652,735730,721738,697827,702110,667223,518176,630659,663079
'6207,"Men's or boys' singlets and other vests, underpants, briefs, nightshirts, pyjamas, bathrobes, ...",47635,39758,42911,46947,52407,49579,53666,47683,54013,49422,66890,61506
'6208,"Women's or girls' singlets and other vests, slips, petticoats, briefs, panties, nightdresses, ...",150675,163394,205093,217773,219521,196277,201425,176822,182300,164876,225183,205465
'6209,Babies' garments and clothing accessories of textile materials (excluding knitted or crocheted ...,38601,43737,55317,75054,86704,93938,73014,68463,79331,77447,112815,110681
'6210,"Garments made up of felt or nonwovens, whether or not impregnated, coated, covered or laminated; ...",15688,18593,24736,27815,27721,22266,11787,15540,20087,928791,241721,124798
'6211,"Tracksuits, ski suits, swimwear and other garments, n.e.s. (excluding knitted or crocheted)",65612,83160,95062,132462,134246,132407,118815,112093,151813,287949,225356,298830
'6212,"Brassieres, girdles, corsets, braces, suspenders, garters and similar articles and parts thereof, ...",67524,64212,63667,69822,53887,48104,49374,42113,46172,49916,62980,79363
'6213,"Handkerchiefs, of which no side exceeds 60 cm (excluding knitted or crocheted)",253,449,417,810,668,1088,966,896,954,1236,1445,1472
'6214,"Shawls, scarves, mufflers, mantillas, veils and similar articles (excluding knitted or crocheted)",34226,43892,59478,68755,91000,100579,86033,79050,81344,51841,58537,68286
'6215,"Ties, bow ties and cravats of textile materials (excluding knitted or crocheted)",3318,3735,3989,4503,4533,4760,4691,4758,4335,2328,3761,4791
'6216,"Gloves, mittens and mitts, of all types of textile materials (excluding knitted or crocheted ...",854,965,1140,1182,735,900,895,1054,1405,1299,2595,2322
'6217,"Made-up clothing accessories and parts of garments or clothing accessories, of all types of ...",11906,10555,12047,11004,9857,10345,11442,15162,15034,10786,19569,21158
'6301,"Blankets and travelling rugs of all types of textile materials (excluding table covers, bedspreads ...",53719,74785,76323,77696,53407,50895,52208,49665,57401,48398,61701,69544
'6302,"Bedlinen, table linen, toilet linen and kitchen linen of all types of textile materials (excluding ...",1207540,1095315,1353556,1397011,1148365,1205651,1214092,1195168,1200074,1168723,1453543,1353019
'6303,"Curtains, incl. drapes, and interior blinds; curtain or bed valances of all types of textile ...",122910,100968,132283,135700,121060,109968,113113,117244,135846,158137,189718,178313
'6304,"Articles for interior furnishing, of all types of textile materials (excluding blankets and ...",274954,182143,354808,338331,123269,118902,139667,154535,136005,131763,209380,215155
'6305,"Sacks and bags, of a kind used for the packing of goods, of all types of textile materials",391166,360904,389175,379203,330301,316605,338053,357838,312977,342840,404490,392183
'6306,"Tarpaulins, awnings and sunblinds; tents; sails for boats, sailboards or landcraft; camping ...",25352,20276,22324,39313,29306,47551,36754,37788,50006,48918,54382,75207
'6307,"Made-up articles of textile materials, incl. dress patterns, n.e.s.",46656,53934,85288,102754,79501,91231,108558,125097,157914,561094,455769,414388
'6308,"Sets consisting of woven fabric and yarn, whether or not with accessories, for making up into ...",2000,2732,4195,3618,3036,3411,3490,3826,4857,4281,6521,4001
'6309,"Worn clothing and clothing accessories, blankets and travelling rugs, household linen and articles ...",74,209,31857,43914,1010,1463,3213,5483,54413,52056,53073,62163
'6310,"Used or new rags, scrap twine, cordage, rope and cables and worn-out articles thereof, of textile ...",14194,12249,12778,12707,10148,9089,7578,5853,5212,5276,6541,7641
'6401,"Waterproof footwear with outer soles and uppers of rubber or of plastics, the uppers of which ...",6247,7100,13326,12500,12484,11410,13358,14619,10627,10443,13843,16997
'6402,Footwear with outer soles and uppers of rubber or plastics (excluding waterproof footwear of ...,100931,116363,142030,167000,160453,183120,189665,196902,270648,251145,310653,341010
'6403,"Footwear with outer soles of rubber, plastics, leather or composition leather and uppers of ...",200013,251889,317534,347067,281933,268064,327065,405008,420616,356049,466855,599610
'6404,"Footwear with outer soles of rubber, plastics, leather or composition leather and uppers of ...",54956,88646,106677,104936,116592,138948,139254,163901,137776,117380,148887,187946
'6405,"Footwear with outer soles of rubber or plastics, with uppers other than rubber, plastics, leather ...",36029,45388,45999,51505,55360,62044,58919,67182,66751,44402,79564,85082
'6406,"Parts of footwear, incl. uppers whether or not attached to soles other than outer soles; removable ...",43071,36536,122375,58304,43610,40788,37709,40015,52036,50030,62090,80098
'6501,"Hat-forms, hat bodies and hoods of felt, neither blocked to shape nor with made brims; plateaux ...",223,562,672,573,456,239,328,406,447,273,423,516
'6502,"Hat-shapes, plaited or made by assembling strips of any material (excluding blocked to shape, ...",12,20,4,3,5,5,27,7,9,3,178,77
'6504,"Hats and other headgear, plaited or made by assembling strips of any material, whether or not ...",216,260,306,560,437,730,1470,2982,3164,3579,5598,6177
'6505,"Hats and other headgear, knitted or crocheted, or made up from lace, felt or other textile ...",13651,16596,19826,25615,23900,26185,31929,33080,33385,40103,51750,61594
'6506,"Headgear, whether or not lined or trimmed, n.e.s.",2330,3187,5445,6466,4011,3265,3205,3435,4680,7602,7695,35477
'6507,"Headbands, linings, covers, hat foundations, hat frames, peaks and chinstraps, for headgear ...",530,545,601,1208,2282,1161,804,808,654,1577,1647,1055
'6601,"Umbrellas and sun umbrellas, incl. walking-stick umbrellas, garden umbrellas and similar umbrellas ...",10686,5920,4829,4374,3664,4489,4128,5221,5579,5492,7932,10756
'6602,"Walking sticks, seat-sticks, whips, riding-crops and the like (excluding measure walking sticks, ...",30,38,31,65,53,71,51,95,94,89,115,349
'6603,"Parts, trimmings and accessories for umbrellas and sun umbrellas of heading 6601 or for walking ...",1704,1292,486,839,818,673,1202,1330,1748,2016,3452,3951
'6701,"Skins and other parts of birds with their feathers or down, feathers, parts of feathers, down ...",4,5,48,28,1,2,0,12,21,53,121,77
'6702,"Artificial flowers, foliage and fruit and parts thereof, and articles made of artificial flowers, ...",641,941,1303,921,1343,1428,2081,2460,3334,2848,5355,7106
'6703,"Human hair, dressed, thinned, bleached or otherwise worked; wool, other animal hair or other ...",256,452,683,537,263,940,19,26,70,34,245,542
'6704,"Wigs, false beards, eyebrows and eyelashes, switches and the like, of human or animal hair ...",107,221,393,374,406,395,442,402,355,278,1192,1709
'6801,"Setts, curbstones and flagstones, of natural stone (excluding slate)",4476,2398,1859,2519,4123,5767,4362,6565,9203,12030,27735,42242
'6802,"Monumental or building stone, natural (excluding slate), worked, and articles; mosaic cubes ...",863736,941785,1071595,1124831,1016102,923939,926841,942059,974886,1042085,1254380,1384245
'6803,"Worked slate and articles of slate or of agglomerated slate (excluding slate granules, chippings ...",733,348,2151,982,429,236,604,477,1269,871,838,2113
'6804,"Millstones, grindstones, grinding wheels and the like, without frameworks, for milling, grinding, ...",21256,22204,26020,27341,22115,24448,26938,25963,28446,26418,33004,35582
'6805,"Natural or artificial abrasive powder or grain, on a base of textile material, paper, paperboard ...",31369,35330,38649,45548,42807,44860,54343,53108,59931,62713,83247,89393
'6806,"Slag-wool, rock-wool and similar mineral wools; exfoliated vermiculite, expanded clays, foamed ...",19190,22160,25143,22437,19291,18379,19074,30674,25056,20311,55129,89347
'6807,"Articles of asphalt or of similar materials, e.g. petroleum bitumen or coal tar pitch",31236,37618,37923,30849,16163,14992,17717,26881,26807,30402,33832,46562
'6808,"Panels, boards, tiles, blocks and similar articles of vegetable fibre, of straw or of shavings, ...",1215,896,1306,1688,1903,998,1509,1736,1260,879,1645,3710
'6809,Articles of plaster or of compositions based on plaster (excluding plaster bandages for straightening ...,32312,29702,35214,38112,36386,30589,37463,46051,62617,70493,99678,100024
'6810,"Articles of cement, concrete or artificial stone, whether or not reinforced",59335,69026,63948,66545,51411,58277,59230,74482,122834,96201,162641,159388
'6811,"Articles of asbestos-cement, cellulose fibre-cement or the like",12646,22789,15910,9232,7582,6961,8290,21608,23627,21405,32760,36712
'6812,Fabricated asbestos fibres; mixtures with a basis of asbestos or with a basis of asbestos and ...,420,361,204,222,279,359,297,242,120,856,218,140
'6813,"Friction material and articles thereof, e.g., sheets, rolls, strips, segments, discs, washers, ...",7475,8300,13906,13182,8966,8318,7792,8557,9627,8314,9379,11886
'6814,"Worked mica and articles of mica, incl. agglomerated or reconstituted mica, whether or not ...",415,675,430,679,461,637,528,645,766,1079,1499,1797
'6815,"Articles of stone or of other mineral substances, incl. carbon fibres, articles of carbon fibres ...",34023,30174,42333,45607,37438,33351,39086,55657,75485,80557,65443,87055
'6901,"Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals, e.g. kieselguhr, tripolite ...",310,179,239,236,96,151,661,834,1275,1915,4846,8876
'6902,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods (excluding ...",65460,70609,75025,59295,43983,44743,48615,82918,76945,61596,68062,89371
'6903,"Retorts, crucibles, mufflers, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods ...",8334,10608,13327,20882,18749,10525,19171,12225,14607,10604,14541,57102
'6904,"Ceramic building bricks, flooring blocks, support or filler tiles and the like (excluding those ...",2380,3369,3515,4010,2487,2048,2959,3360,4072,4253,7022,18051
'6905,"Roofing tiles, chimney pots, cowls, chimney liners, architectural ornaments and other ceramic ...",4387,3174,4261,3993,3930,4008,4639,4733,3844,4297,7258,9839
'6906,"Ceramic pipes, conduits, guttering and pipe fittings (excluding of siliceous fossil meals or ...",153,231,298,185,105,80,130,32,75,66,243,287
'6907,"Unglazed ceramic flags and paving, hearth or wall tiles; unglazed ceramic mosaic cubes and ...",73674,82322,76976,87745,72549,78555,551363,597710,667013,782873,981154,1061973
'6908,"Glazed ceramic flags and paving, hearth or wall tiles; glazed ceramic mosaic cubes and the ...",447376,504285,528127,511239,427796,433984,0,0,0,0,0,0
'6909,"Ceramic wares for laboratory, chemical or other technical uses; ceramic troughs, tubs and similar ...",847,2176,1939,724,2875,716,1030,2901,970,1929,1653,8373
'6910,"Ceramic sinks, washbasins, washbasin pedestals, baths, bidets, water closet pans, flushing ...",178537,186878,206301,224291,198112,211985,230814,258522,272751,271040,342003,342232
'6911,"Tableware, kitchenware, other household articles and toilet articles, of porcelain or china ...",74107,56850,59604,66145,66981,67696,79214,80727,86644,62493,110794,158581
'6912,"Tableware, kitchenware, other household articles and toilet articles, of ceramics other than ...",20903,26190,27938,37824,30800,23355,22219,26401,29398,35814,63118,67609
'6913,"Statuettes and other ornamental ceramic articles, n.e.s.",3181,4613,4226,4839,4667,4261,5739,5174,5985,5096,9085,14100
'6914,"Ceramic articles, n.e.s.",3068,2820,2915,3816,2273,3052,3244,3479,3268,5566,6532,22177
'7001,Cullet and other waste and scrap of glass; glass in the mass (excluding glass in the form of ...,115,37,187,321,165,408,308,362,141,74,155,682
'7002,"Glass in balls, rods or tubes, unworked (excluding glass microspheres <= 1 mm in diameter, ...",590,166,233,158,159,174,93,1023,351,183,180,823
'7003,"Cast glass and rolled glass, in sheets or profiles, whether or not having an absorbent, reflecting ...",4870,8676,7234,7236,8150,8724,6635,4771,4834,3954,2469,3562
'7004,"Sheets of glass, drawn or blown, whether or not having an absorbent, reflecting or non-reflecting ...",1208,2160,1491,2383,2781,2977,2498,2090,2537,2230,1031,1476
'7005,"Float glass and surface ground or polished glass, in sheets, whether or not having an absorbent, ...",59040,30632,39759,58691,43051,45290,63197,56365,86210,45227,83348,129926
'7006,"Sheets or profiles of glass, whether or not having an absorbent, reflecting or non-reflecting ...",18341,12207,13272,13055,12643,14465,16879,17657,20448,18113,22374,15315
'7007,"""Safety glass, toughened """"tempered"""", laminated safety glass (excluding multiple-walled insulating ...",179887,176340,187524,200375,179256,180742,196939,216235,218115,223378,341534,391115
'7008,Multiple-walled insulating units of glass,48767,52422,58648,59319,44304,49069,53944,62555,75597,80593,101421,128265
'7009,"Glass mirrors, whether or not framed, incl. rear-view mirrors (excluding optical mirrors, optically ...",31934,30245,36588,43402,36371,33374,39293,49455,58465,46480,59516,65959
'7010,"Carboys, bottles, flasks, jars, pots, phials, ampoules and other containers, of glass, of a ...",30996,36402,30594,31241,32162,58134,61625,84044,141289,194590,193782,243650
'7011,"Glass envelopes, incl. bulbs and tubes, open, and glass parts thereof, without fittings, for ...",207,461,552,673,124,132,149,79,72,125,138,240
'7013,"""Glassware of a kind used for table, kitchen, toilet, office, indoor decoration or similar ...",469501,460675,473215,487486,390037,359310,338825,325640,307458,259481,338050,390022
'7014,"Signalling glassware and optical elements of glass, not optically worked (excluding clock or ...",2722,2325,2485,2596,2044,3361,2781,3029,2903,2451,3178,3014
'7015,"Clock or watch glasses and similar glasses, glasses for non-corrective or corrective spectacles, ...",111,160,64,85,92,67,89,51,59,80,144,101
'7016,"Paving blocks, slabs, bricks, squares, tiles and other articles of pressed or moulded glass, ...",10254,11844,10823,10489,12969,8092,7699,8511,9759,9797,14348,17729
'7017,"Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated (excluding ...",4533,5175,4565,5111,4354,4022,5065,4759,5181,4247,4996,5436
'7018,"Glass beads, imitation pearls, imitation precious or semi-precious stones and similar glass ...",2842,2262,4059,16420,152790,67745,3517,3130,3355,3334,5596,6560
'7019,"Glass fibres, incl. glass wool, and articles thereof (excluding mineral wools and articles ...",100338,104361,98312,99040,91150,84873,89865,105698,86666,93219,149461,171555
'7020,"Articles of glass, n.e.s.",11450,19196,20930,29646,29641,32856,26457,20989,74125,64806,36036,50781
'7101,"Pearls, natural or cultured, whether or not worked or graded, but not strung, mounted or set, ...",4,46,46,6,4,9,10,2,6,58,19,7
'7102,"Diamonds, whether or not worked, but not mounted or set (excluding unmounted stones for pick-up ...",3086,1889,2284,4654,9258,14537,10799,33203,57044,37113,31158,24990
'7103,"Precious stones and semi-precious stones, whether or not worked or graded, but not strung, ...",1018,588,436,408,400,1105,1671,834,1717,1170,961,1507
'7104,"Precious and semi-precious stones, synthetic or reconstructed, whether or not worked or graded ...",303,251,344,521,611,196,280,259,123,244,609,774
'7105,Dust and powder of natural or synthetic precious or semi-precious stones,236,87,82,306,22,32,77,7,6,57,80,155
'7106,"Silver, incl. silver plated with gold or platinum, unwrought or in semi-manufactured forms, ...",222894,216867,154786,65993,60929,98924,45994,22386,31072,110276,348653,688645
'7107,"Base metals clad with silver, not further worked than semi-manufactured",81,44,33,140,38,82,141,437,39,8,43,69
'7108,"Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured ...",1474546,13344554,3348410,3210085,7381135,8248539,6606350,2587680,2000620,2779978,3482598,1051002
'7109,"Base metals or silver, clad with gold, not further worked than semi-manufactured",1,3,2,40,0,0,0,0,0,0,24,24
'7110,"Platinum, incl. palladium, rhodium, iridium, osmium and ruthenium, unwrought or in semi-manufactured ...",2927,9990,5980,8303,5222,9575,7466,7806,16121,41581,69230,66312
'7111,"Base metals, silver or gold, clad with platinum, not further worked than semi-manufactured",1,826,1,2,2,0,19,74,15,0,5,48
'7112,Waste and scrap of precious metal or of metal clad with precious metal; other waste and scrap ...,64790,52967,44119,48292,25740,18767,45273,72630,74330,111398,131777,102843
'7113,"Articles of jewellery and parts thereof, of precious metal or of metal clad with precious metal ...",1949762,2673372,3414818,4354347,3756564,3760968,4134706,4412230,5108523,3573641,6807848,8169939
'7114,"Articles of goldsmiths' or silversmiths' wares and parts thereof, of precious metal or of metal ...",2778,4601,6475,6734,6385,6417,7149,9893,18264,22141,27397,31346
'7115,"Articles of precious metal or of metal clad with precious metal, n.e.s.",3776,6670,11655,7475,2351,2530,3493,7144,16543,7588,5395,614
'7116,"""Articles of natural or cultured pearls, precious or semi-precious stones """"natural, synthetic ...",75,171,74,1129,408,2752,5680,180,185,299,1563,3247
'7117,Imitation jewellery,12471,12290,13049,13445,14432,12130,10136,17555,8233,6139,52799,64675
'7118,"Coin, incl. legal tender (excluding medals, jewellery made from coins, collectors' items of ...",15,0,0,0,0,10,0,0,0,1744,2040,229
'7201,"Pig iron and spiegeleisen, in pigs, blocks or other primary forms",5684,4773,2818,1646,2743,3316,2831,2017,623,3087,2539,10521
'7202,Ferro-alloys,131410,122670,149529,169346,121656,197405,248294,219221,181916,161117,345257,431681
'7203,"Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, ...",1151,564,40,10,59,20,48,56,38,3,1,30
'7204,"Ferrous waste and scrap; remelting scrap ingots of iron or steel (excluding slag, scale and ...",204197,146293,136960,235796,146854,147273,189148,218848,163808,180432,309215,294602
'7205,"""Granules and powders of pig iron, spiegeleisen, iron or steel (excluding granules and powders ...",23206,19703,18160,17821,13384,13210,17033,20349,19839,14458,20536,20217
'7206,"Iron and non-alloy steel in ingots or other primary forms (excluding remelting scrap ingots, ...",529,680,55,166,460,224,343,308,758,742,175,191
'7207,Semi-finished products of iron or non-alloy steel,1530858,1751660,824523,289303,100728,89053,349904,469534,640358,271039,598916,491567
'7208,"Flat-rolled products of iron or non-alloy steel, of a width >= 600 mm, hot-rolled, not clad, ...",1237237,688892,903396,944557,777586,832851,1417717,2395975,1773789,1398467,2468912,1747220
'7209,"""Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, cold-rolled """"cold-reduced"""", ...",125135,92723,72913,105095,96717,164681,272446,331838,221968,216469,716786,472538
'7210,"""Flat-rolled products of iron or non-alloy steel, of a width >= 600 mm, hot-rolled or cold-rolled ...",410132,576708,491246,376407,271626,309165,711005,1007628,994113,1171223,2860385,1826051
'7211,"""Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...",32400,36755,32925,29454,31682,29729,49962,49398,41463,56166,148569,173087
'7212,"""Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...",37021,41939,44464,42737,30135,28427,41284,67607,79050,63494,157545,160087
'7213,"Bars and rods of iron or non-alloy steel, hot-rolled, in irregularly wound coils",849107,688644,561160,554921,342195,372284,656016,1030313,922496,578733,1034762,916067
'7214,"Bars and rods, of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn ...",4744088,5402295,4832524,4333110,3077928,2666938,2582984,3363334,2798917,2568787,4754329,4209812
'7215,"Bars and rods, of iron or non-alloy steel, cold-formed or cold-finished, whether or not further ...",50292,50892,61509,57721,40214,33835,55067,75063,72454,66881,127750,140844
'7216,"Angles, shapes and sections of iron or non-alloy steel, n.e.s.",1290732,1235444,1136208,1169283,798251,678430,787160,1116506,1072171,1006329,1641507,1617649
'7217,"Wire of iron or non-alloy steel, in coils (excluding bars and rods)",146685,137418,156998,194038,124001,107681,170567,297604,254991,185648,292314,288117
'7218,Stainless steel in ingots or other primary forms (excluding remelting scrap ingots and products ...,322,477,476,319,962,174,207,381,780,951,635,2948
'7219,"""Flat-rolled products of stainless steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...",75829,58421,79065,208795,232385,181240,218089,252869,255572,214943,495157,626051
'7220,"""Flat-rolled products of stainless steel, of a width of < 600 mm, hot-rolled or cold-rolled ...",9207,10880,12319,13110,9258,9266,16578,21933,20427,21632,40889,44686
'7221,"Bars and rods of stainless steel, hot-rolled, in irregularly wound coils",32,20,3,287,10,0,4,10,0,44,29,4
'7222,"Other bars and rods of stainless steel; angles, shapes and sections of stainless steel, n.e.s.",7867,8452,11832,26198,16389,8493,10494,14718,18772,14116,15133,27320
'7223,"Wire of stainless steel, in coils (excluding bars and rods)",1156,1262,1226,2040,1796,1777,1578,2349,1944,2851,2547,2924
'7224,"Steel, alloy, other than stainless, in ingots or other primary forms, semi-finished products ...",92069,95365,86465,93571,81349,54992,84547,124109,93282,79654,129589,144294
'7225,"""Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled ...",8854,3428,10147,50350,26444,38674,64039,125884,95555,95149,280252,261693
'7226,"""Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, hot-rolled ...",8283,2845,1439,1457,6212,9985,9807,21445,35334,26500,39392,52727
'7227,"Bars and rods of alloy steel other than stainless, hot-rolled, in irregularly wound coils",37,354,892,2732,84,12393,38318,40963,14440,105959,28470,20458
'7228,"Other bars and rods of alloy steel other than stainless, angles, shapes and sections of alloy ...",170061,121636,130439,161127,141272,128834,165177,234024,173081,164712,286309,342355
'7229,"Wire of alloy steel other than stainless, in coils (excluding bars and rods)",31747,31291,25976,36688,64360,66697,69758,42151,72363,133623,277820,302636
'7301,"Sheet piling of iron or steel, whether or not drilled, punched or made from assembled elements; ...",3624,4439,5104,3805,6116,5558,4843,6051,9090,3668,6656,7766
